PRODUCT_DESC,PRODUCT_ID,DATE,TOTAL_SALES,PRICE,IS_COUPON,IS_DISPLAY,IS_FEATURE,IS_PROMO,IS_INDEPENDENCE_DAY,IS_PRE_CHRISTMAS,IS_SUPER_BOWL_SUNDAY,IS_PRE_THANKSGIVING,IS_EASTER_SUNDAY,IS_LABOR_DAY,IS_MEMORIAL_DAY,IS_THANKSGIVING,IS_CHRISTMAS_DAY
Yogurt_Greek,3450014449,2020-12-28,20461.33774045508,5.667959,False,True,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-01-04,20366.054601611646,5.6669674,False,True,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-01-11,18072.334580680923,5.6679826,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-01-18,18119.33353027616,5.667809,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-01-25,18867.597359561754,5.040478,False,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-02-01,21590.244534295845,4.806104,False,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-02-08,18010.03027947039,5.3782806,False,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-02-15,16836.905607267152,5.667331,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-02-22,16200.828357179382,5.6683135,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-03-01,15819.655604020949,5.6673427,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-03-08,15200.917006112908,5.6682625,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-03-15,15213.202221856669,5.6693277,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-03-22,15174.804515282856,5.6685367,False,False,False,False,False,False,False,False,True,False,False,False,False
Yogurt_Greek,3450014449,2021-03-29,14455.8090454816,5.669772,False,False,False,False,False,False,False,False,True,False,False,False,False
Yogurt_Greek,3450014449,2021-04-05,14349.575752955267,5.669017,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-04-12,14427.972131411674,5.667178,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-04-19,14181.151539919232,5.667776,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-04-26,14344.04057209005,5.6681256,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-05-03,15603.63294359246,5.667245,False,False,True,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-05-10,13822.660605418252,5.6681547,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-05-17,14088.273103034133,5.6666975,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-05-24,15041.234266702499,4.9524245,False,False,False,True,False,False,False,False,False,False,True,False,False
Yogurt_Greek,3450014449,2021-05-31,17980.08268329724,4.6939497,False,False,False,True,False,False,False,False,False,False,True,False,False
Yogurt_Greek,3450014449,2021-06-07,14276.336949570123,5.3360457,False,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-06-14,13838.49195066573,5.6674523,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-06-21,13999.02002493189,5.668524,False,False,False,False,True,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-06-28,13616.708396307087,5.669,False,False,False,False,True,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-07-05,13951.678786533335,5.668087,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-07-12,13837.354071843027,5.666379,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-07-19,13918.096769698743,5.6674542,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-07-26,13876.831310284455,5.6691046,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-08-02,14428.981705846316,5.667451,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-08-09,23691.526699548347,4.305709,False,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-08-16,13937.409457436717,5.665074,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-08-23,14433.208845907631,5.6654162,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-08-30,14274.89208423142,5.6664557,False,False,False,False,False,False,False,False,False,True,False,False,False
Yogurt_Greek,3450014449,2021-09-06,14770.085530601611,5.6660156,False,False,False,False,False,False,False,False,False,True,False,False,False
Yogurt_Greek,3450014449,2021-09-13,12391.272619702882,5.663674,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-09-20,16106.054791575529,5.6662197,True,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-09-27,15327.828764030497,5.6659613,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-10-04,15744.362664370727,5.667004,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-10-11,15919.424745871433,5.667309,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-10-18,17951.880493804987,5.66744,False,True,False,True,False,False,False,True,False,False,False,False,False
Yogurt_Greek,3450014449,2021-10-25,15866.877438143252,5.66744,False,False,False,False,False,False,False,True,False,False,False,False,False
Yogurt_Greek,3450014449,2021-11-01,15897.71453902569,5.6671767,False,False,False,False,False,False,False,True,False,False,False,False,False
Yogurt_Greek,3450014449,2021-11-08,16994.31067205852,5.6602616,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-11-15,16312.026064311236,5.666528,False,False,False,False,False,False,False,False,False,False,False,True,False
Yogurt_Greek,3450014449,2021-11-22,16952.241857545352,5.667241,False,False,False,False,False,False,False,False,False,False,False,True,False
Yogurt_Greek,3450014449,2021-11-29,15559.351356630685,5.6674237,False,False,False,False,False,True,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-12-06,19746.385178486875,4.9968047,False,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2021-12-13,21843.204993804797,4.7557483,False,False,False,True,False,False,False,False,False,False,False,False,True
Yogurt_Greek,3450014449,2021-12-20,17785.476703798526,5.2082806,False,False,False,True,False,False,False,False,False,False,False,False,True
Yogurt_Greek,3450014449,2021-12-27,18294.99036699084,5.6686954,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-01-03,20608.710555326954,5.6672764,True,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-01-10,18803.285939168298,5.6657863,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-01-17,18696.075087962054,5.666745,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-01-24,22693.475672793305,4.9673357,False,False,True,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-01-31,24256.936310950892,4.692947,False,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-02-07,18877.546807240484,5.320745,False,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-02-14,18010.17486528953,5.668088,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-02-21,17399.564503806712,5.668386,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-02-28,18897.12126085161,5.6688766,True,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-03-07,16786.348390901458,5.668832,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-03-14,16553.40917925602,5.6686544,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-03-21,17949.796008287743,5.6682057,True,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-03-28,17774.194205040476,5.6671076,True,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-04-04,16166.425174149392,5.6667376,False,False,False,False,False,False,False,False,True,False,False,False,False
Yogurt_Greek,3450014449,2022-04-11,16427.000089637062,5.6681,False,False,False,False,False,False,False,False,True,False,False,False,False
Yogurt_Greek,3450014449,2022-04-18,16255.539016330897,5.6670623,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-04-25,17432.744460295606,5.6680994,True,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-05-02,16185.305471117354,5.667827,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-05-09,16470.870344541327,5.6664968,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-05-16,17149.581755307376,5.925949,True,False,False,True,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-05-23,15336.066102468423,6.0373044,False,False,False,False,False,False,False,False,False,False,True,False,False
Yogurt_Greek,3450014449,2022-05-30,14436.047901270069,6.037013,False,False,False,False,False,False,False,False,False,False,True,False,False
Yogurt_Greek,3450014449,2022-06-06,15879.049315544707,6.0385184,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-06-13,15774.108553346492,6.0397787,False,False,False,False,False,False,False,False,False,False,False,False,False
Yogurt_Greek,3450014449,2022-06-20,15929.710120207596,6.03752,False,False,False,False,True,False,False,False,False,False,False,False,False
